date,description
27 February 2023,"In a news briefing, US State Department spokesperson Ned Price says China has “very clearly” taken Russia’s side an d has been “ anything but an honest broker” in efforts to bring peace to Ukraine. Price adds that he hopes China “begins to use its influence in a constructive way”. March – May 2023 Key events 17 March 2023: The International Criminal Court issues an arrest warrant for President Vladimir Putin. 18 March 2023: President Putin visits Crimea to mark the ninth anniversary of Russia’s annexation of the peninsula. 20-21 March 2023: China’s President Xi Jinping undertakes a state visit to Russia. 25 March 2023: Russia strikes a deal with neighbouring Belarus to station tactical nuclear weapons on its territory. 4 April 2023: Finland becomes the 31st member of NATO. 20 April 2023: NATO Secretary-General Jens Stoltenberg undertakes his first visit to Ukraine since Russia’s invasion. 15 May 2023: President Zelenskyy travels to Chequers for talks with UK Prime Minister Rishi Sunak. 20 May 2023: President Zelenskyy attends the G7 summit in Japan to discuss further military support."
1 March 2023,"Finland’s parliament approves the country’s bid to join NATO, with 184 members of the 200-se at parliament voting in favour, seven against and one abstaining. The leaders of China and Belarus, Xi Jinping and Alexander Lukashenko, issue a joint statement calling for a ceasefire in Ukraine a nd negotiations to bring about a political settlement to the conflict. The statement expresses “deep concern about the development of the armed conflict in the European region and extreme interest in the soonest possible establishment of peace in Ukraine”."
2 March 2023,"German Chancellor Olaf Scholz urges China not to send weapons to help Russia’s war in Ukraine an d instead asks Beijing to exert pressure on Moscow to pull back its forces. In a speech to the German parliament, Scholz says: My message to Beijing is clear: use your influence in Moscow to urge the withdrawal of Russian troops. And don’t deliver any weapons to the aggressor Russia. The US secretary of state, Antony Blinken, and Russia’s foreign minister, Sergei Lavrov, meet on the margins of the G20 meeting in New Delhi. In a 10-minute meeting, understood to be their first one-to-one in person since Russia’s invasion of Ukraine in February 2022, Blinken reiterates that the US is prepared to support Ukraine’s defence for as long as it takes. The G20 meeting in New Delhi ends without a joint statement being agreed. India had wanted to focus on issues affecting developing nations, but says the differences over Ukraine “could not be reconciled”."
3 March 2023,"US Attorney General Merrick Garland makes an unannounced trip to Ukraine, tr aveling to Lviv following an invitation from the Ukrainian Prosecutor General to join international partners at the “United for Justice Conference”."
4 March 2023,"Russia’s Defence Minister, Sergei Shoigu, pays a rare visit to Russia’s forces in Ukraine, m eeting senior commanders and awarding medals to military personnel. Following a meeting with President Zelenskyy in Lyiv, Roberta Metsola, the President of the European Parliament, calls for Ukraine to be allowed to begin EU membership negotiations this year. S he adds: “Ukraine’s future is in the European Union.”"
16 March 2023,"During a visit to Moldova, UK Foreign Minister James Cleverly says the best way to protect Moldova from attack by Russia is to protect Ukraine. He also announces an additional £10 million to support economic and governance reforms in Moldova. The UN-mandated Independent International Commission of Inquiry on Ukraine reports that Russia has committed a wide range of war crimes in Ukraine, including wilful killings, systemic torture and the deportation of children. Poland’s President, Andrzej Duda, says his country will give four MiG-29 fighter jets to Ukraine in the coming days, a move that will make P oland the first NATO member state to fulfil the Ukrainian government’s requests for such aircraft."
17 March 2023,"Slovakia’s Prime Minister, Eduard Heger, approves a plan to give Ukraine its fleet of 13 Soviet-era MiG-29 fighter jets, becoming the second NATO member state to respond to President Zelenskyy’s request. In response, Kremlin spokesperson Dmitry Peskov says Russia will destroy the fighter jets: In the course of the special military operation all this equipment will be subject to destruction. It feels like all of these countries are thus engaged in the disposal of old unnecessary equipment. President Recep Tayyip Erdoğan says Turkey’s parliament will start the process of ratifying Finland’s NATO membership bid, with Finland taking concrete steps to keep its promises on cracking down on those who Turkey views as being terrorists. The International Criminal Court (ICC) issues arrest warrants for President Vladimir Putin a nd Russia’s presidential commissioner for children’s rights, Maria Alekseyevna Lvova-Belova. In a statement, the ICC says there are “reasonable grounds” to believe Putin and Lvova-Belova bear “criminal responsibility” for the “war crime of unlawful deportation of population (children) and that of unlawful transfer of population (children) from occupied areas of Ukraine to the Russian Federation”. Maria Zakharova, Russia’s foreign ministry spokesperson, responds to the ICC arrest warrant against President Putin, saying: The decisions of the international criminal court have no meaning for our country, including from a legal point of view. Russia is not a party to the Rome Statute of the international criminal court and bears no obligations under it."
18 March 2023,President Putin visits Crimea to mark the ninth anniversary of Russia’s annexation of the peninsula.
20 March 2023,"Justice ministers from over 40 countries meet in London to discuss raising funds for the International Criminal Court to pursue Russian war crimes in Ukraine. China’s President Xi Jinping arrives in Moscow for a two-day state visit, his first visit to Russia for four years. In remarks upon his arrival, President Xi says China is ready with Russia “to stand guard over the world order based on international law”. The US Secretary of State, Antony Blinken, voices scepticism over China’s proposals to end the Ukraine conflict, saying Xi’s visit provides “diplomatic cover for Russia to continue to commit” war crimes."
21 March 2023,"Japan’s Prime Minister, Fumio Kishida, visits President Zelenskyy in Kyiv to underscore Tokyo’s support for Ukraine. Kishida’s visit means the leaders of all G7 nations have now visited Ukraine. On the final day of his state visit to Russia, Xi Jinping invites Vladimir Putin to visit China this year, in a symbolic show of support after the ICC issued an arrest warrant for the Russian president. At the end of their formal talks, Xi and Putin sign documents on strategic cooperation. H ua Chunying, a spokesperson for the Chinese foreign affairs ministry, says: President Xi and President Putin signed a joint statement at the Kremlin on deepening the two countries’ comprehensive strategic partnership of coordination for the new era. They stressed that the Ukraine crisis should be settled through peace talks."
22 March 2023,"The International Monetary Fund says it has reached an agreement with Ukraine for a four-year financing package worth $15.6 billion. Responding to accusations from President Putin that the West was “beginning to use weapons with a nuclear component”, Foreign Secretary James Cleverly says there is no “nuclear escalation” in the UK’s decision to supply Ukraine with tank shells made with depleted uranium. Sweden’s parliament formally approves a bill to allow the country to join NATO w hen its application has been ratified by all member states in the alliance. The vote in the 349-seat Riksdagen passed overwhelmingly, with 296 members voting in favour and 37 against. 43 members were absent."
23 March 2023,"Addressing the EU summit via video link, Volodymyr Zelenskyy renews his call for more long-range weapons and fighter jets from western allies. Finland’s President, Sauli Niinistö, signs legislation to make his country part of NATO."
24 March 2023,"The air forces of Denmark, Finland, Norway and Sweden sign a letter of intent to create a unified Nordic air defence, to counter a rising threat from Russia."
25 March 2023,Russia strikes a deal with neighbouring Belarus to station tactical nuclear weapons on its territory.
27 March 2023,"Hungary’s parliament approves a bill to allow Finland to join NATO, w ith its members voting 182 in favour and only six against. Turkey is now the only NATO member state not to have ratified Finland’s accession. The bill on Sweden’s NATO accession remains stranded in the Hungarian parliament, with a vote yet to be scheduled."
28 March 2023,"Belarus’ foreign ministry says it has been forced to house Russian nuclear weapons on its territory by the aggressive actions of NATO countries that threatens Belarus’s own security. The International Olympic Committee (IOC) issues a set of recommendations tha t Russian and Belarusian athletes be allowed to compete in international sporting events under a neutral flag. Several Ukrainian allies react angrily to the IOC’s recommendations, with Poland’s Deputy Foreign Minister, Piotr Wawrzyk, calling it a “day of shame” for the Olympic body."
29 March 2023,"The German government agrees to send an additional €12bn worth of military support to Ukraine, in a further shift away from its traditional pacifist stance. €8bn will be spent directly on purchasing weapons and equipment for Ukraine, with the other €4bn going to the German military to replenish stocks."
30 March 2023,"Ukraine’s President Zelenskyy addresses the Austrian parliament via video link, thanking Austria for its humanitarian assistance and help with projects such as clearing landmines. During Zelenskyy’s speech, members from Austria’s pro-Russia Freedom Party walk out in protest, saying Austria’s neutrality prevents it from military involvement in the conflict and sending Ukraine weapons is a violation."
31 March 2023,"Turkey’s parliament approves a bill to allow Finland to join NATO, m eaning all members states have now ratified Finland’s membership bid."
1 April 2023,"Russia takes on the monthly presidency of the 15- member UN Security Council, in line with a rotation unaffected by the Ukraine war. Andriy Yermak, President Zelenskyy’s chief of staff, criticises the move, calling it a “ symbolic blow to the rules-based system of international relations”."
3 April 2023,"Ahead of a meeting of NATO Foreign Ministers, the NATO Secretary-General says allies have delivered Ukraine with €65bn (£57bn) of military aid."
4 April 2023,"Finland becomes the 31st member of NATO, with Pekka Haavisto, the Finnish foreign minister, completing the accession process by depositing its instrument of accession to the North Atlantic Treaty."
5 April 2023,"French President Emmanuel Macron and European Commission President Ursula von der Leyen arrive in China for a three-day state visit tha t will see them meet with Chinese President Xi Jinping. Speaking from the French embassy in Beijing, President Macron tells reporters that China can play a “major role” in the war in Ukraine and that Moscow should not be allowed to have an exclusive dialogue with Beijing."
6 April 2023,"President Macron says he and his Chinese counterpart, Xi Jinping, have discussed the war in Ukraine an d they agreed that nuclear weapons should be excluded from the Ukraine conflict. In her meeting with President Xi, Ursula von der Leyen says she encouraged him speak to Ukraine’s President Zelenskyy. On the second day of his visit to Russia, Belarus’ President Alexander Lukashenko co-chairs a meeting of the Supreme State Council of the Union State with President Putin. They discuss expanding economic cooperation and bolstering defence ties between the two countries."
11 April 2023,"Ukraine’s Prime Minister Denys Shmyhal travels to Canada and meets Prime Minister Justin Trudeau, who announces a package of additional military aid that Canada will provide to Ukraine."
13 April 2023,"Norway’s foreign ministry announces it will expel 15 Russian embassy officials in Oslo, claiming they are intelligence officers operating under the cover of diplomatic positions. In a statement, Norwegian Foreign Minister, Anniken Huitfeldt, says: The government’s decision is in response to the changed security situation in Europe, which has led to an increased intelligence threat from Russia. This is an important step in countering, and reducing the level of, Russian intelligence activity in Norway, and thus in safeguarding our national interests."
15 April 2023,"In a visit to China, the Brazilian president, Luiz Inácio Lula da Silva, says “the US needs to stop encouraging war and start talking about peace” between Ukraine and Russia. Lula also reveals he and President Xi discussed forming a group of like-minded leaders."
16 April 2023,"More than 100 Ukrainian prisoners of war are released a nd returned home in a “great Easter exchange”, a senior Ukrainian presidential official says."
19 April 2023,"Speaking at a lunch with Romanian President Klaus Iohannis, Brazil’s President, Luiz Inácio Lula da Silva, condemns the “violation of Ukraine’s territorial integrity” by Russia an d calls for mediation to end the war. This follows Lula receiving criticism for his previous comments on the conflict."
20 April 2023,"NATO Secretary-General Jens Stoltenberg undertakes his first visit to Kyiv since Russia’s invasion of Ukraine 14 months earlier. In a joint press conference with President Zelenskyy, Jens Stoltenberg underscores his commitment to Ukraine becoming a NATO member state, saying: Let me be clear: Ukraine’s rightful place is in the euro-Atlantic family. Ukraine’s rightful place is in NATO. And over time, our support will help you to make this possible."
22 April 2023,"After a meeting with the Portuguese President, Marcelo Rebelo de Sousa, in Lisbon, Brazil’s President Lula calls for a “negotiated” settlement to the Russia-Ukraine conflict. He tells journalists: While my government condemns the violation of Ukraine’s territorial integrity, we support a negotiated political solution to the conflict."
23 April 2023,"The Russian Foreign Minister, Sergei Lavrov, says Moscow “will not forgive” Washington for denying US visas to Russian journalists who were meant to accompany him on a visit to UN headquarters."
24 April 2023,"Sergei Lavrov chairs a UN Security Council meeting on “Maintenance of international peace and security”, with the UN representatives from the US, the UK and Switzerland using their speeches to condemn Russia’s invasion of Ukraine."
26 April 2023,"Following his first telephone conversation with President Zelenskyy, Chinese President Xi Jinping announces he will send a delegation to Ukraine t o hold talks with all parties on resolving the conflict between Russia and Ukraine."
11 May 2023,"The UK Defence Secretary, Ben Wallace, confirms reports that the UK is providing Ukraine with long- range Storm Shadow missiles."
13 May 2023,"President Zelenskyy visits Italy and the Vatican to hold talks with Prime Minister Giorgia Meloni, President Sergio Mattarella and Pope Francis. The trip is Zelenskyy’s first to Italy since Russia invaded Ukraine on 24 February 2022. In a joint press conference following her talks with Zelenskyy, Giorgia Meloni promises Italy’s full support to Ukraine i n its efforts to repel Russia’s “brutal and unjust aggression”."
14 May 2023,"President Zelenskyy visits Germany for talks with Chancellor Olaf Scholz and President Frank-Walter Steinmeier. On his first visit to Germany since Russia’s invasion, Zelenskyy thanks Scholz for Germany’s “powerful support” i n the form of a new armaments package, saying “everything in this security package will significantly strengthen our defence.” Later, Zelenskyy visits Paris for talks with President Emmanuel Macron, with France promising Ukraine dozens more light tanks and armoured vehicles."
15 May 2023,"Volodymyr Zelenskyy travels to Chequers, the UK Prime Minister’s country retreat in Buckinghamshire for talks with Rishi Sunak. Sunak confirms a further UK provision of hundreds of air defence missiles and further unmanned aerial systems, saying: This is a crucial moment in Ukraine’s resistance to a terrible war of aggression they did not choose or provoke. They need the sustained support of the international community to defend against the barrage of unrelenting and indiscriminate attacks that have been their daily reality for over a year. We must not let them down."
17 May 2023,"Li Hui, China’s special representative for Eurasian affairs and former ambassador to Russia, arrives in Ukraine on a two-day visit a nd meets President Zelenskyy, Foreign Minister Dmytro Kuleba and other Ukrainian officials. Dmytro Kuleba tells Li Hui that Kyiv will not accept any proposals to end the war with Russia that involve it losing territory or freezing the conflict."
18 May 2023,"Following a meeting between President Zelenskyy and Li Hui, China’s Foreign Ministry says the two countries agreed to their mutually beneficial cooperation moving forward. T he statement adds: China has always played a constructive role in alleviating the humanitarian situation in Ukraine in its own way and will continue to provide assistance to Ukraine within its capacity."
19 May 2023,"On his first trip to Saudi Arabia, President Zelenskyy meets Crown Prince Mohammed bin Salman and attends the Arab League Summit in Jeddah. Addressing the Arab League leaders, Zelenskyy comments “some” Arab countries were “turning a blind eye” to Russia's invasion o f his country, but thanks Mohammed bin Salman for his “support for the territorial integrity” of Ukraine. Saudi Arabia’s Foreign Minister, Faisal bin Farhan, responds to Zelenskyy’s comments and says Arab countries have taken a position of “positive neutrality” regarding the crisis in Ukraine."
20 May 2023,"President Zelenskyy visits Japan, to attend the G7 summit in Hiroshima and discuss greater military support from the US and other G7 countries. In its final communique (PDF) from the summit, the G7 condemns Russia’s “brutal” war on Ukraine “in the strongest possible terms”, calling it a “serious violation of international law”. The section on Ukraine reads: We once again condemn in the strongest possible terms the war of aggression by Russia against Ukraine, which constitutes a serious violation of international law, including the UN Charter. Russia’s brutal war of aggression represents a threat to the whole world in breach of fundamental norms, rules and principles of the international community. We reaffirm our unwavering support for Ukraine for as long as it takes to bring a comprehensive, just and lasting peace. We issued the G7 leaders’ statement on Ukraine, and with the clear intention and concrete actions set forth in it, we commit to intensifying our diplomatic, financial, humanitarian and military support for Ukraine, to increasing the costs to Russia and those supporting its war efforts, and to continuing to counter the negative impacts of the war on the rest of the world, particularly on the most vulnerable people."
24 May 2023,Rishi Sunak tells a defence conference in London that Ukraine’s Western allies are prepared to support the country in the war “for years”.
25 May 2023,"Alexander Lukashenko, the Belarusian president, confirms that the relocation of some tactical nuclear weapons from Russia to Belarus has started. T his is the Kremlin’s first deployment of such bombs outside of Russia since the 1991 fall of the Soviet Union. June – August 2023 Key events 16-17 June 2023: Leaders from seven African nations visit Ukraine and Russia on a self-styled “peace mission”. 21-22 June 2023: The Ukraine Recovery Conference takes place in London, co-hosted by the UK and Ukraine. 22 June 2023: Senior EU officials say Ukraine has completed two of the seven steps outlined by the bloc for Kyiv to be granted the status of a candidate for EU membership. 11-12 July 2023: The NATO Summit takes place in Vilnius, Lithuania, with support for Ukraine and its future membership of the alliance among the key issues on the agenda. 20 July 2023: Russia imposes restrictions on British diplomats within the country, requiring them to give five days’ notice of any plans to travel beyond a 120km (75-mile) radius. 21 July 2023: President Zelenskyy dismisses Ukraine’s ambassador to London, Vadym Prystaiko. 31 August 2023: UK Defence Secretary Ben Wallace resigns after four years in the post. Grant Shapps is subsequently appointed to the position."
1 June 2023,"At a summit in Moldova, Zelenskyy says he has received “powerful support” from allies a nd that F- 16 fighter jets could be made available to Ukraine within six months. Zelenskyy also urges the international community to put concrete “security guarantees” in place in Ukraine and Moldova, to give the countries lasting protection against Russia."
2 June 2023,"On the fringes of the Shangri-La dialogue security meeting in Singapore, UK Defence Secretary Ben Wallace says the path is open to Ukraine joining NATO, although political realities may slow the process as it would not be possible to add members in the middle of a war."
7 June 2023,"Former NATO Secretary-General, Anders Fogh Rasmussen, says a group of NATO countries may be willing to put troops on the ground in Ukraine i f member states do not provide tangible security guarantees to Kyiv at the alliance’s upcoming summit in Vilnius."
9 June 2023,"In talks at the White House, US President Joe Biden and UK Prime Minister Rishi Sunak reiterate their commitment to helping Ukraine repel Russia’s ongoing invasion."
10 June 2023,"Canada’s Prime Minister, Justin Trudeau, visits Kyiv and announces $500 million in new military aid for Ukraine. W hile in Kyiv, Trudeau holds talks with President Zelenskyy and addresses Ukraine's parliament."
16 June 2023,"Seven African leaders visit Ukraine as part of a self- styled “peace mission” to both Ukraine and Russia. Ukraine’s President Zelenskyy asks the African leaders (the Presidents of Comoros, Senegal, South Africa and Zambia, plus Egypt’s Prime Minister and top envoys from the Republic of Congo and Uganda) to urge the Russian President to free political prisoners from Crimea."
17 June 2023,"The African “peace mission” delegation visits President Putin in St Petersburg, but the meeting ends with no visible progress being made. After the three-hour meeting, Kremlin spokesman Dmitry Peskov comments: “The peace initiative proposed by African countries is very difficult to implement, difficult to compare positions.” 21-22 June 2023 The Ukraine Recovery Conference takes place in London, co-ho sted by the UK and Ukraine. The conference focuses on “mobilising international support for Ukraine’s economic and social stabilisation and recovery from the effects of war, including through emergency assistance for immediate needs and financing private sector participation in the reconstruction process”."
22 June 2023,"Senior EU officials say Ukraine has completed two of the seven steps outlined by the bloc for Kyiv to be granted the status of a candidate for EU membership. The assessment, by the European Commission, offers Ukraine hope that it could achieve its aim of getting the green light for membership talks in December 2023. Olivér Várhelyi, the European Commissioner for relations with the EU’s neighbours, notes: “They [Ukraine] are on track, they are working hard. After all, the country is under attack.”"
24 June 2023,"President Putin says in an emergency televised address that an “armed mutiny” by the Wagner Group mercenary force was treason, and that anyone who had taken up arms against the Russian military would be punished. Putin says he will do everything to protect Russia and that “resolute action” will be taken to stabilise the situation in Rostov-on-Don, a southern city where Wagner chief Yevgeny Prigozhin said his forces had taken control of all military installations."
29 June 2023,"Russia’s ambassador to Switzerland, Sergei Garmonin, says Moscow could not accept any Swiss- hosted peace summit on Ukraine af ter it joined EU sanctions against his country, adding that Switzerland had lost its reputation for neutrality."
3 July 2023,"The International Centre for the Prosecution of the Crime of Aggression (ICPA) begins its work in The Hague, in the first step towards a possible tribunal for Russia’s leadership. The ICPA provides a structure to support and enhance ongoing and future investigations into the crime of aggression and contribute to the exchange and analysis of evidence gathered since the start of the Russian aggression."
4 July 2023,"NATO confirms its Secretary-General, Jens Stoltenberg, will remain in post for an additional year and will not step down until October 2024."
6 July 2023,"President Zelenskyy visits Sofia, Bulgaria, in the first stop of a tour of European allies. After talks with Bulgarian Prime Minister Nikolai Denkov, Zelenskyy says he has invited the country to participate in the reconstruction effort in Ukraine an d urges Bulgaria to maintain its military support. Zelenskyy later visits the Czech capital, Prague, and is welcomed by his Czech counterpart, Petr Pavel. At a joint press conference, Zelenskyy says Ukraine would like a “clear signal” “in the direction of an invitation” to join NATO during the upcoming summit in Lithuania."
7 July 2023,"President Zelenskyy visits Slovakia and holds talks with Slovakia’s President Zuzana Čaputová, Prime Minister Ľudovít Ódor and Speaker of the National Council, Boris Kollar. Zelenskyy later visits Turkey for talks with President Recep Tayyip Erdoğan. Following their talks, President Erdoğan says: “Without a doubt, Ukraine deserves to be in NATO.”"
9 July 2023,"In an interview with CNN, US President Joe Biden says Ukraine is “not yet ready” to become a member of NATO, adding: “NAT O is a process that takes some time to meet all the qualifications - from democratisation to a whole range of other issues.”"
11 July 2023,"NATO’s 2023 summit in Vilnius, Lithuania, opens, with support for Ukraine and its future membership of the organisation among the key issues on the summit’s agenda."
12 July 2023,"The NATO Secretary-General outlines a three-part, multi-year package tha t will bring “Ukraine closer to NATO”. The plan establishes “a new NATO-Ukraine Council that will hold its inaugural meeting later that day. On Twitter, President Zelenskyy welcomes the institutional certainty that the Council provides, but adds that the majority of Ukraine’s citizens expect specifics about the conditions Ukraine must meet in order to join NATO. The leaders of the G7 sign a joint declaration outlining the long-term security and economic support they plan to provide to Ukraine, as well as support to facilitate a “reform agenda” that will provide Ukraine with “the good governance necessary to advance towards its Euro-Atlantic aspirations”."
13 July 2023,"The US Secretary of Defence, Lloyd Austin, tells CNN he has “no doubt” that Ukraine will become part of NATO a fter Russia’s war against the country ends."
15 July 2023,"South Korea’s President Yoon Suk-yeol visits President Zelenskyy in Kyiv and pledge s to increase his country’s humanitarian and non-lethal military assistance to Ukraine. Yoon adds that humanitarian aid will be increased to $150m in 2023, up from $100m in 2022."
17 July 2023,Sweden’s government pledges 6bn krona (£450m) in aid to rebuild Ukraine an d facilitate reforms to pave the way for EU membership. This is Sweden’s largest- ever bilateral development package.
19 July 2023,"South Africa’s President Cyril Ramaphosa confirms President Vladimir Putin will not be attending the upcoming BRICS Summit in Johannesburg. Instead, Russia will be represented by Russian Foreign Minister Sergei Lavrov by mutual agreement, following South African concerns about an ICC arrest warrant for Putin."
20 July 2023,"Russia imposes restrictions on British diplomats within the country, r equiring them to give five days ’ notice of any plans to travel beyond a 120km (75- mile) radius, due to what it called London’s “hostile actions”."
21 July 2023,"President Zelenskyy dismisses Ukraine’s ambassador to London, Vadym Prystaiko. At the Aspen Security Forum, the head of France’s diplomatic team, Emmanuel Bonne, says China is delivering items that could be used as military equipment to Russia, al beit not on a massive scale."
25 July 2023,President Zelenskyy says Ukraine is “not slowing down the pace” of its ambitions to join NATO.
26 July 2023,"Russia’s parliament votes to raise the maximum age at which men can be conscripted to 30 from 27, increasing the number of young men liable for a year of compulsory military service."
27 July 2023,"Moldova orders 45 Russian diplomats and embassy staff to leave the country, sharply reducing the number of officials Russia can have in its capital Chișinău. At a meeting of the Cabinet, Moldova’s Foreign Minister, Nicu Popescu, says: We agreed on the need to limit the number of accredited diplomats from Russia, so that there are fewer people trying to destabilize the Republic of Moldova. For many years we have been the object of hostile Russian actions and policies. Many of them were made through the embassy."
28 July 2023,"Qatar’s Prime Minister, Sheikh Mohammed bin Abdulrahman al-Thani, who also serves as Foreign Minister, visits Ukraine. Whilst there, he announces Qatar will provide Ukraine with $100m in humanitarian aid to support health, education and demining."
14 August 2023,"Twenty-two Russian diplomats leave Moldova, as relations between the two countries deteriorate. Moldovan officials say the reduction of staff at the Russian embassy, from 80 to 25 personnel, will establish parity with Moldova’s embassy in Moscow. In response, Russia’s Foreign Ministry issues a statement s aying: “This unfriendly step of official Chisinau will undoubtedly have consequences for Russian-Moldovan relations.”"
17 August 2023,"President Lukashenko dismisses suggestions that President Putin is trying to push Belarus into joining the war in Ukraine, saying: To involve Belarus … what will that give? Nothing. If you Ukrainians do not cross our border, we will never participate in this war. In this hot war. But we will always help Russia - they are our allies."
18 August 2023,"The US approves Denmark and the Netherlands sending F-16 fighter jets to Ukraine a s soon as pilot training is completed. Oleksii Reznikov, Ukraine’s Minister of Defence announces Sweden has approved a €270m security assistance package for Ukraine."
20 August 2023,President Zelenskyy visits both Denmark and the Netherlands a nd receives assurances that F -16 fighter jets will be delivered to Ukraine around New Year.
21 August 2023,"Russia condemns the decision by Denmark and the Netherlands to donate F-16 fighter jets to Ukraine, saying the move would escalate the war. In a statement cited by the Ritzau news agency, Vladimir Barbin, the Russian ambassador to Denmark, says: The fact that Denmark has now decided to donate 19 F-16 aircraft to Ukraine leads to an escalation of the conflict. By hiding behind a premise that Ukraine itself must determine the conditions for peace, Denmark seeks with its actions and words to leave Ukraine with no other choice but to continue the military confrontation with Russia. President Zelenskyy addresses the Danish parliament in Copenhagen, thanking Danish politicians for helping his country resist Russia’s invasion with the promise of F-16 fighter jets. In his address, Zelenskyy warns other parts of Europe would be at risk from Russia’s military aggression if it succeeded in the war in Ukraine. Later, Zelenskyy travels to Athens to hold talks with Greek Prime Minister Kyriakos Mitsotakis."
23 August 2023,"The leader of the Wagner mercenary group, Yevgeny Prigozhin, is reportedly killed in a plane crash o ver Russia."
28 August 2023,"In a phone call, President Putin tells India’s Prime Minister Narendra Modi that Russia will be represented by its foreign minister at the upcoming G20 summit in New Delhi."
31 August 2023,"UK Defence Secretary Ben Wallace resigns after four years in the post. Grant Shapps is subsequently appointed to the position. September – December 2023 Key events 6 September 2023: Rustem Umerov is appointed Ukraine’s defence minister, replacing Oleksii Reznikov. 12 September 2023: Kim Jong-un and Vladimir Putin hold a summit in Russia to discuss a possible deal to supply North Korean arms for the war in Ukraine. 15 September 2023: In talks with President Putin, Alexander Lukashenko suggests Belarus could revive an old alliance with Russia and North Korea. 20 September 2023: President Zelenskyy addresses the UN General Assembly in person for the first time since Russia began its invasion of his country in February 2022. 7 December 2023: Russia’s Federation Council announces the 2024 presidential election will take place on 17 March. It is later announced that voting will also take place in the four regions of Ukraine annexed by Russia in 2022."
4 September 2023,"Ukraine’s defence minister, Oleksii Reznikov, submits his resignation letter to the chairman of parliament, a day after President Zelenskyy announced he would be replacing his defence minister. Reznikov tweets: I have submitted my letter of resignation to Ruslan Stefanchuk, Chairman of the Parliament of Ukraine. It was an honor to serve the Ukrainian people and work for the #UAarmy for the last 22 months, the toughest period of Ukraine’s modern history. Turkey’s President Erdoğan arrives in Russia’s Black Sea resort of Sochi for talks with President Putin t o discuss current regional and global issues, as well as bilateral ties. There was no agreement on the Black Sea grain deal."
6 September 2023,Ukraine’s parliament votes to approve the appointment of Rustem Umerov as the country’s new defence minister. Umerov is a leading member of the Crimean Tatar community who has represented Ukraine in sensitive negotiations with Russia.
9 September 2023,"On the opening day of the G20 summit in Delhi, India’s prime minister Narendra Modi announces the bloc has adopted a consensus declaration on issues including the war in Ukraine. The final statement highlights the “human suffering and the adverse impact of wars and conflicts around the world,” (PDF) including Ukraine, but does not mention Russia’s invasion. Oleg Nikolenko, a spokesperson for Ukraine’s foreign ministry, says the G20’s joint declaration is “nothing to be proud of” a nd criticised it for not mentioning Russia."
12 September 2023,"North Korean leader Kim Jong-un arrives in Russia for a rare summit with President Putin to discuss a possible deal to supply North Korean arms for the war in Ukraine. Kim’s trip to Russia and meeting with Putin will be a full-scale visit to strengthen ties, Kremlin spokesperson Dmitry Peskov says in a video posted online. G7 foreign ministers condemn the staging of what they call “sham elections” by Russia in occupied Ukrainian territories. The G7 statement, published by the UK’s Foreign Office, reads: We … unequivocally condemn the staging of sham ‘elections’ held by Russia on sovereign Ukrainian territory in Donetsk, Kherson, Luhansk, Zaporizhzhia oblasts and Crimea. These sham ‘elections’ are a further violation of the independence, sovereignty and territorial integrity of Ukraine and of the UN Charter. Russia has no legitimate basis for any such actions on the territory of Ukraine. The sham ‘elections’ are a propaganda exercise aimed at legitimising Russia’s illegal seizure of Ukrainian territory."
13 September 2023,"In her annual address to the European Parliament, European Commission President, Ursula von der Leyen, says Ukraine has made “great strides” to join the EU s ince being granted candidate status in 2022 and offers the bloc’s enduring support. Speaking at Russia’s Vostochny cosmodrome, Kim Jong-un pledges to support all of Russia’s decisions, telling President Putin: Russia has risen to a sacred fight to protect its sovereignty and security against the hegemonic forces. We will always support the decisions of President Putin and the Russian leadership... and we will be together in the fight against imperialism."
15 September 2023,"President Putin hosts a meeting with his Belarusian ally and counterpart, Alexander Lukashenko, who suggests Minsk could join Moscow’s efforts to revive an old alliance with North Korea f ollowing this week’s summit with Kim Jong-un."
18 September 2023,"The Ukrainian government dismisses six deputy defence ministers follow ing the appointment of a new defence minister earlier this month. Those removed from their post include Hanna Maliar, who has frequently issued public updates on Russia’s war against Ukraine. Russia’s foreign ministry says it has summoned French ambassador Pierre Levy to protest over what it called the “discriminatory and openly Russophobic” a ctions of French authorities against Russian journalists at the recent G20 summit in New Delhi."
20 September 2023,"President Zelenskyy addresses the United Nations General Assembly i n person for the first time since Russia began its invasion of his country in February 2022. In his speech, Zelenskyy urges UN Member States to come together to oppose Russian aggression and to recognise Ukraine’s territorial integrity."
21 September 2023,"President Zelenskyy undertakes his second visit to Washington during the Russian invasion of Ukraine. During his visit, Zelenskyy meets US President Joe Biden and has a further meeting with leaders of the Republican-led House of Representatives and House national security committees, before a private session with the full US Senate."
22 September 2023,"Following his visit to the US, Pres ident Zelenskyy travels to Canada to meet Prime Minister Justin Trudeau an d addresses the Canadian parliament in Ottawa."
23 September 2023,"President Zelenskyy announces he has held an impromptu meeting with the head of the Sudanese sovereign council, Abdel Fattah al-Burhan, where they discussed Russia-funded armed groups. The impromptu meeting took place in Shannon airport and Zelenskyy thanked Sudan for its support of Ukraine’s territorial integrity."
